"isolate","assembly","ref_contig","ref_size","draft_contig","draft_size","draft_align","draft_align_total","class","filter","rep","group","per_ref","status","misassembly"
"2021QW-00057","raven","2021QW-00057_1",46161,"Utg1386","46138","46115",46115,"plasmid","pass",2,"medium",99.9003487792725,"present","none"
"2021QW-00057","raven","2021QW-00057_3",4063,"Utg1402","3560","3259",3259,"plasmid","fail - all alignments too short",2,"small",80.2116662564607,"absent","none"
"2021QW-00057","raven","2021QW-00057_4",2101,"*","0","0",0,"plasmid","pass",2,"small",0,"absent","none"
"2021QW-00057","raven","2021QW-00057_5",118339,"Utg1396","118305","118292",118292,"plasmid","pass",2,"large",99.9602835920533,"present","none"
"2021QW-00057","raven","2021QW-00057_6",4715,"Utg1394","4709","4668",4668,"plasmid","pass",2,"small",99.0031813361612,"present","none"
"2021QW-00057","raven","2021QW-00057_7",4084,"Utg1402","3560","4020",4020,"plasmid","pass",2,"small",98.4329089128306,"present","none"
"2021QW-00056","raven","2021QW-00056_2",95985,"Utg1452","95966","95934",95934,"plasmid","pass",2,"medium",99.9468666979215,"present","none"
"2021QW-00056","raven","2021QW-00056_3",12268,"Utg1450","213614","24486",24486,"plasmid","pass",2,"medium",199.592435604826,"present","none"
"2022NG-0076","raven","2022NG-0076_1",4207,"*","0","0",0,"plasmid","pass",2,"small",0,"absent","none"
"2022QW-00133","raven","2022QW-00133_2",43879,"Utg818","43870","43831",43831,"plasmid","pass",2,"medium",99.8906082636341,"present","none"
"2022QW-00133","raven","2022QW-00133_3",27080,"Utg816","27069","27035",27035,"plasmid","pass",2,"medium",99.8338257016248,"present","none"
"ATCC14028","raven","ATCC14028_2",93832,"Utg1126","93784","93760",93760,"plasmid","pass",3,"medium",99.9232671156961,"present","none"
"ATCC14458","raven","ATCC14458_1",15773,"Utg996","15752","15731",25010,"plasmid","pass",3,"medium",158.562099790782,"present","none"
"ATCC14458","raven","ATCC14458_2",30891,"Utg998","30872","30827",40110,"plasmid","pass",3,"medium",129.843643779742,"present","none"
"ATCC14458","raven","ATCC14458_3",4326,"Utg998, Utg992","30872, 4393","253, 847",1100,"plasmid, plasmid","fail - all alignments too short",3,"small",25.4276467868701,"absent","multiple contigs"
"ATCC14458","raven","ATCC14458_5",4439,"Utg992","4393","4379",4379,"plasmid","pass",3,"small",98.6483442216716,"present","none"
"ATCC23235","raven","ATCC23235_1",27269,"Utg666","27427","27399",27399,"plasmid","pass",3,"medium",100.476731820015,"present","none"
"ATCC25922","raven","ATCC25922_1",48488,"Utg1568","48474","48426",48426,"plasmid","pass",3,"medium",99.8721333113348,"present","none"
"ATCC25922","raven","ATCC25922_2",3173,"*","0","0",0,"plasmid","pass",3,"small",0,"absent","none"
"ATCC25922","raven","ATCC25922_3",1919,"*","0","0",0,"plasmid","pass",3,"small",0,"absent","none"
"ATCC25922","raven","ATCC25922_5",24185,"Utg1570","24174","24136",24136,"plasmid","pass",3,"medium",99.7973950795948,"present","none"
"ATCC25923","raven","ATCC25923_2",27490,"Utg1288","2772358","7699",7699,"chromosome","fail - all alignments too short",3,"medium",28.0065478355766,"absent","none - chromsome"
"ATCC33090","raven","ATCC33090_1",104612,"Utg662","104560","104549",104549,"plasmid","pass",3,"large",99.9397774633885,"present","none"
"ATCCBAA2146","raven","ATCCBAA2146_1",140825,"Utg1910","140834","140872",140872,"plasmid","pass",3,"large",100.033374755903,"present","none"
"ATCCBAA2146","raven","ATCCBAA2146_2",2014,"*","0","0",0,"plasmid","pass",3,"small",0,"absent","none"
"ATCCBAA2146","raven","ATCCBAA2146_3",117755,"Utg1916, Utg1914","99670, 16460","99695, 16466",116161,"plasmid, plasmid","pass - fragmented",3,"large",98.6463419812322,"present","fragmented"
"ATCCBAA2146","raven","ATCCBAA2146_4",85160,"Utg1908","85374","85181",85181,"plasmid","pass",3,"medium",100.024659464537,"present","none"
"2022NG-0032","raven","2022NG-0032_1",4153,"*","0","0",0,"plasmid","pass",3,"small",0,"absent","none"
"2020QW-00078","raven","2020QW-00078_1",34331,"Utg1376","34308","34275",34275,"plasmid","pass",3,"medium",99.8368821182022,"present","none"
"2020QW-00078","raven","2020QW-00078_2",194062,"Utg1380","193995","193993",193993,"plasmid","pass",3,"large",99.9644443528357,"present","none"
"2020QW-00078","raven","2020QW-00078_4",97090,"Utg1382","97200","97175",97175,"plasmid","pass",3,"medium",100.087547636214,"present","none"
"2021QW-00045","raven","2021QW-00045_2",97090,"Utg1190, Utg1186","5176139, 190258","3292, 5484",8776,"chromosome, plasmid","fail - all alignments too short",3,"medium",9.03903594602946,"absent","multiple contigs - chromsome"
"2021QW-00045","raven","2021QW-00045_3",190147,"Utg1186","190258","190299",190299,"plasmid","pass",3,"large",100.079938153113,"present","none"
"2021QW-00057","raven","2021QW-00057_1",46161,"Utg1322","46210","46169",46169,"plasmid","pass",3,"medium",100.017330647083,"present","none"
"2021QW-00057","raven","2021QW-00057_3",4063,"Utg1318","4050","4019",4019,"plasmid","pass",3,"small",98.9170563622939,"present","none"
"2021QW-00057","raven","2021QW-00057_4",2101,"*","0","0",0,"plasmid","pass",3,"small",0,"absent","none"
"2021QW-00057","raven","2021QW-00057_5",118339,"Utg1320","118306","118276",118276,"plasmid","pass",3,"large",99.9467631127524,"present","none"
"2021QW-00057","raven","2021QW-00057_6",4715,"Utg1316","4696","4678",4678,"plasmid","pass",3,"small",99.2152704135737,"present","none"
"2021QW-00057","raven","2021QW-00057_7",4084,"Utg1318","4050","3971",3971,"plasmid","pass",3,"small",97.2331047992164,"present","none"
"2021QW-00056","raven","2021QW-00056_2",95985,"Utg1548","95951","95919",95919,"plasmid","pass",3,"medium",99.9312392561338,"present","none"
"2021QW-00056","raven","2021QW-00056_3",12268,"Utg1550","276170","85758",85758,"plasmid","pass",3,"medium",699.038148027388,"present","none"
"2022NG-0076","raven","2022NG-0076_1",4207,"*","0","0",0,"plasmid","pass",3,"small",0,"absent","none"
"2022QW-00133","raven","2022QW-00133_2",43879,"Utg800","43873","43844",43844,"plasmid","pass",3,"medium",99.9202351922332,"present","none"
"2022QW-00133","raven","2022QW-00133_3",27080,"Utg796","27074","27040",27040,"plasmid","pass",3,"medium",99.8522895125554,"present","none"
"ATCC14028","unicycler","ATCC14028_2",93832,"2","93832","93745",93745,"plasmid","pass",1,"medium",99.9072810981328,"present","none"
"ATCC14458","unicycler","ATCC14458_1",15773,"3","15773","15728",25007,"plasmid","pass",1,"medium",158.543079946744,"present","none"
"ATCC14458","unicycler","ATCC14458_2",30891,"2","30891","30859",30859,"plasmid","pass",1,"medium",99.8964099575928,"present","none"
"ATCC14458","unicycler","ATCC14458_3",4326,"5","4326","4288",4288,"plasmid","pass",1,"small",99.1215903837263,"present","none"
"ATCC14458","unicycler","ATCC14458_5",4439,"4","4439","4401",4401,"plasmid","pass",1,"small",99.143951340392,"present","none"
"ATCC23235","unicycler","ATCC23235_1",27269,"3","27269","27237",27237,"plasmid","pass",1,"medium",99.8826506289193,"present","none"
"ATCC25922","unicycler","ATCC25922_1",48488,"2","48488","48409",48409,"plasmid","pass",1,"medium",99.8370730902491,"present","none"
"ATCC25922","unicycler","ATCC25922_2",3173,"4","3173","3122",3122,"plasmid","pass",1,"small",98.3926883075953,"present","none"
"ATCC25922","unicycler","ATCC25922_3",1919,"5","1919","1860",1860,"plasmid","pass",1,"small",96.9254820218864,"present","none"
"ATCC25922","unicycler","ATCC25922_5",24185,"3","24185","24109",24109,"plasmid","pass",1,"medium",99.6857556336572,"present","none"
"ATCC25923","unicycler","ATCC25923_2",27490,"2","27490","27457",27457,"plasmid","pass",1,"medium",99.8799563477628,"present","none"
"ATCC33090","unicycler","ATCC33090_1",104612,"2","104612","104545",104545,"plasmid","pass",1,"large",99.9359538102703,"present","none"
"ATCCBAA2146","unicycler","ATCCBAA2146_1",140825,"2","140827","140806",140806,"plasmid","pass",1,"large",99.986508077401,"present","none"
"ATCCBAA2146","unicycler","ATCCBAA2146_2",2014,"5","2014","1979",1979,"plasmid","pass",1,"small",98.2621648460775,"present","none"
"ATCCBAA2146","unicycler","ATCCBAA2146_3",117755,"3","117755","117716",117716,"plasmid","pass",1,"large",99.9668803872447,"present","none"
"ATCCBAA2146","unicycler","ATCCBAA2146_4",85160,"4","85155","85131",85131,"plasmid","pass",1,"medium",99.9659464537341,"present","none"
"2022NG-0032","unicycler","2022NG-0032_1",4153,"2","4153","4083",4083,"plasmid","pass",1,"small",98.3144714664098,"present","none"
"2020QW-00078","unicycler","2020QW-00078_1",34331,"4","34331","34275",34275,"plasmid","pass",1,"medium",99.8368821182022,"present","none"
"2020QW-00078","unicycler","2020QW-00078_2",194062,"2","193787","194028",194028,"plasmid","pass",1,"large",99.982479826035,"present","none"
"2020QW-00078","unicycler","2020QW-00078_4",97090,"3","97090","97066",97066,"plasmid","pass",1,"medium",99.975280667422,"present","none"
"2021QW-00045","unicycler","2021QW-00045_2",97090,"4","97090","97066",97066,"plasmid","pass",1,"medium",99.975280667422,"present","none"
"2021QW-00045","unicycler","2021QW-00045_3",190147,"3","190147","190100",190100,"plasmid","pass",1,"large",99.9752822816032,"present","none"
"2021QW-00057","unicycler","2021QW-00057_1",46161,"3","46161","46103",46103,"plasmid","pass",1,"medium",99.874352808648,"present","none"
"2021QW-00057","unicycler","2021QW-00057_3",4063,"6","4063","4012",4012,"plasmid","pass",1,"small",98.744769874477,"present","none"
"2021QW-00057","unicycler","2021QW-00057_4",2101,"7","2101","2046",2046,"plasmid","pass",1,"small",97.3821989528796,"present","none"
"2021QW-00057","unicycler","2021QW-00057_5",118339,"2","118340","118265",118265,"plasmid","pass",1,"large",99.9374677832329,"present","none"
"2021QW-00057","unicycler","2021QW-00057_6",4715,"4","4715","4657",4657,"plasmid","pass",1,"small",98.7698833510074,"present","none"
"2021QW-00057","unicycler","2021QW-00057_7",4084,"5","4084","4018",4018,"plasmid","pass",1,"small",98.3839373163565,"present","none"
"2021QW-00056","unicycler","2021QW-00056_2",95985,"3","95985","95961",95961,"plasmid","pass",1,"medium",99.9749960931396,"present","none"
"2021QW-00056","unicycler","2021QW-00056_3",12268,"4","12268","12203",12203,"plasmid","pass",1,"medium",99.4701662862732,"present","none"
"2022NG-0076","unicycler","2022NG-0076_1",4207,"2","4207","4157",4157,"plasmid","pass",1,"small",98.8115046351319,"present","none"
"2022QW-00133","unicycler","2022QW-00133_2",43879,"2","43879","43850",43850,"plasmid","pass",1,"medium",99.9339091592789,"present","none"
"2022QW-00133","unicycler","2022QW-00133_3",27080,"4","27080","27045",27045,"plasmid","pass",1,"medium",99.870753323486,"present","none"
"ATCC14028","unicycler","ATCC14028_2",93832,"2","93832","93745",93745,"plasmid","pass",2,"medium",99.9072810981328,"present","none"
"ATCC14458","unicycler","ATCC14458_1",15773,"3","15773","15728",25007,"plasmid","pass",2,"medium",158.543079946744,"present","none"
"ATCC14458","unicycler","ATCC14458_2",30891,"2","30891","30859",30859,"plasmid","pass",2,"medium",99.8964099575928,"present","none"
"ATCC14458","unicycler","ATCC14458_3",4326,"6","4326","4288",4288,"plasmid","pass",2,"small",99.1215903837263,"present","none"
"ATCC14458","unicycler","ATCC14458_5",4439,"5","4439","4401",4401,"plasmid","pass",2,"small",99.143951340392,"present","none"
"ATCC23235","unicycler","ATCC23235_1",27269,"3","27269","27237",27237,"plasmid","pass",2,"medium",99.8826506289193,"present","none"
"ATCC25922","unicycler","ATCC25922_1",48488,"2","48488","48409",48409,"plasmid","pass",2,"medium",99.8370730902491,"present","none"
"ATCC25922","unicycler","ATCC25922_2",3173,"4","3173","3122",3122,"plasmid","pass",2,"small",98.3926883075953,"present","none"
"ATCC25922","unicycler","ATCC25922_3",1919,"5","1919","1860",1860,"plasmid","pass",2,"small",96.9254820218864,"present","none"
"ATCC25922","unicycler","ATCC25922_5",24185,"3","24185","24109",24109,"plasmid","pass",2,"medium",99.6857556336572,"present","none"
"ATCC25923","unicycler","ATCC25923_2",27490,"2","27490","27457",27457,"plasmid","pass",2,"medium",99.8799563477628,"present","none"
"ATCC33090","unicycler","ATCC33090_1",104612,"2","104612","104545",104545,"plasmid","pass",2,"large",99.9359538102703,"present","none"
"ATCCBAA2146","unicycler","ATCCBAA2146_1",140825,"2","140825","140805",140805,"plasmid","pass",2,"large",99.9857979762116,"present","none"
"ATCCBAA2146","unicycler","ATCCBAA2146_2",2014,"5","2014","1977",1977,"plasmid","pass",2,"small",98.162859980139,"present","none"
"ATCCBAA2146","unicycler","ATCCBAA2146_3",117755,"3","117755","117716",117716,"plasmid","pass",2,"large",99.9668803872447,"present","none"
"ATCCBAA2146","unicycler","ATCCBAA2146_4",85160,"4","84347","85099",85099,"plasmid","pass",2,"medium",99.9283701268201,"present","none"
"2022NG-0032","unicycler","2022NG-0032_1",4153,"2","4153","4080",4080,"plasmid","pass",2,"small",98.242234529256,"present","none"
"2020QW-00078","unicycler","2020QW-00078_1",34331,"4","34331","34275",34275,"plasmid","pass",2,"medium",99.8368821182022,"present","none"
"2020QW-00078","unicycler","2020QW-00078_2",194062,"2","193787","194028",194028,"plasmid","pass",2,"large",99.982479826035,"present","none"
"2020QW-00078","unicycler","2020QW-00078_4",97090,"3","97090","97066",97066,"plasmid","pass",2,"medium",99.975280667422,"present","none"
"2021QW-00045","unicycler","2021QW-00045_2",97090,"4","97090","97066",97066,"plasmid","pass",2,"medium",99.975280667422,"present","none"
"2021QW-00045","unicycler","2021QW-00045_3",190147,"3","190147","190100",190100,"plasmid","pass",2,"large",99.9752822816032,"present","none"
"2021QW-00057","unicycler","2021QW-00057_1",46161,"3","46161","46103",46103,"plasmid","pass",2,"medium",99.874352808648,"present","none"
"2021QW-00057","unicycler","2021QW-00057_3",4063,"6","4063","4012",4012,"plasmid","pass",2,"small",98.744769874477,"present","none"
"2021QW-00057","unicycler","2021QW-00057_4",2101,"7","2101","2046",2046,"plasmid","pass",2,"small",97.3821989528796,"present","none"
"2021QW-00057","unicycler","2021QW-00057_5",118339,"2","118340","118265",118265,"plasmid","pass",2,"large",99.9374677832329,"present","none"
"2021QW-00057","unicycler","2021QW-00057_6",4715,"4","4715","4657",4657,"plasmid","pass",2,"small",98.7698833510074,"present","none"
"2021QW-00057","unicycler","2021QW-00057_7",4084,"5","4084","4018",4018,"plasmid","pass",2,"small",98.3839373163565,"present","none"
"2021QW-00056","unicycler","2021QW-00056_2",95985,"3","95985","95961",95961,"plasmid","pass",2,"medium",99.9749960931396,"present","none"
"2021QW-00056","unicycler","2021QW-00056_3",12268,"4","12268","12203",12203,"plasmid","pass",2,"medium",99.4701662862732,"present","none"
"2022NG-0076","unicycler","2022NG-0076_1",4207,"2","4207","4157",4157,"plasmid","pass",2,"small",98.8115046351319,"present","none"
"2022QW-00133","unicycler","2022QW-00133_2",43879,"2","43879","43850",43850,"plasmid","pass",2,"medium",99.9339091592789,"present","none"
"2022QW-00133","unicycler","2022QW-00133_3",27080,"4","27080","27045",27045,"plasmid","pass",2,"medium",99.870753323486,"present","none"
"ATCC14028","unicycler","ATCC14028_2",93832,"2","93832","93745",93745,"plasmid","pass",3,"medium",99.9072810981328,"present","none"
"ATCC14458","unicycler","ATCC14458_1",15773,"3","15773","15728",25007,"plasmid","pass",3,"medium",158.543079946744,"present","none"
"ATCC14458","unicycler","ATCC14458_2",30891,"2","30891","30859",30859,"plasmid","pass",3,"medium",99.8964099575928,"present","none"
"ATCC14458","unicycler","ATCC14458_3",4326,"6","4326","4288",4288,"plasmid","pass",3,"small",99.1215903837263,"present","none"
"ATCC14458","unicycler","ATCC14458_5",4439,"5","4439","4401",4401,"plasmid","pass",3,"small",99.143951340392,"present","none"
"ATCC23235","unicycler","ATCC23235_1",27269,"3","27269","27237",27237,"plasmid","pass",3,"medium",99.8826506289193,"present","none"
"ATCC25922","unicycler","ATCC25922_1",48488,"2","48488","48409",48409,"plasmid","pass",3,"medium",99.8370730902491,"present","none"
"ATCC25922","unicycler","ATCC25922_2",3173,"4","3173","3122",3122,"plasmid","pass",3,"small",98.3926883075953,"present","none"
"ATCC25922","unicycler","ATCC25922_3",1919,"5","1919","1860",1860,"plasmid","pass",3,"small",96.9254820218864,"present","none"
"ATCC25922","unicycler","ATCC25922_5",24185,"3","24185","24109",24109,"plasmid","pass",3,"medium",99.6857556336572,"present","none"
"ATCC25923","unicycler","ATCC25923_2",27490,"2","27490","27457",27457,"plasmid","pass",3,"medium",99.8799563477628,"present","none"
"ATCC33090","unicycler","ATCC33090_1",104612,"2","104612","104545",104545,"plasmid","pass",3,"large",99.9359538102703,"present","none"
"ATCCBAA2146","unicycler","ATCCBAA2146_1",140825,"2","140826","140806",140806,"plasmid","pass",3,"large",99.986508077401,"present","none"
"ATCCBAA2146","unicycler","ATCCBAA2146_2",2014,"5","2014","1979",1979,"plasmid","pass",3,"small",98.2621648460775,"present","none"
"ATCCBAA2146","unicycler","ATCCBAA2146_3",117755,"3","117755","117716",117716,"plasmid","pass",3,"large",99.9668803872447,"present","none"
"ATCCBAA2146","unicycler","ATCCBAA2146_4",85160,"4","85071","85174",85174,"plasmid","pass",3,"medium",100.016439643025,"present","none"
"2022NG-0032","unicycler","2022NG-0032_1",4153,"2","4153","4096",4096,"plasmid","pass",3,"small",98.6274981940766,"present","none"
"2020QW-00078","unicycler","2020QW-00078_1",34331,"4","34331","34275",34275,"plasmid","pass",3,"medium",99.8368821182022,"present","none"
"2020QW-00078","unicycler","2020QW-00078_2",194062,"2","193787","194028",194028,"plasmid","pass",3,"large",99.982479826035,"present","none"
"2020QW-00078","unicycler","2020QW-00078_4",97090,"3","97090","97066",97066,"plasmid","pass",3,"medium",99.975280667422,"present","none"
"2021QW-00045","unicycler","2021QW-00045_2",97090,"4","97090","97066",97066,"plasmid","pass",3,"medium",99.975280667422,"present","none"
"2021QW-00045","unicycler","2021QW-00045_3",190147,"3","190147","190100",190100,"plasmid","pass",3,"large",99.9752822816032,"present","none"
"2021QW-00057","unicycler","2021QW-00057_1",46161,"3","46161","46103",46103,"plasmid","pass",3,"medium",99.874352808648,"present","none"
"2021QW-00057","unicycler","2021QW-00057_3",4063,"6","4063","4012",4012,"plasmid","pass",3,"small",98.744769874477,"present","none"
"2021QW-00057","unicycler","2021QW-00057_4",2101,"7","2101","2046",2046,"plasmid","pass",3,"small",97.3821989528796,"present","none"
"2021QW-00057","unicycler","2021QW-00057_5",118339,"2","118340","118265",118265,"plasmid","pass",3,"large",99.9374677832329,"present","none"
"2021QW-00057","unicycler","2021QW-00057_6",4715,"4","4715","4657",4657,"plasmid","pass",3,"small",98.7698833510074,"present","none"
"2021QW-00057","unicycler","2021QW-00057_7",4084,"5","4084","4018",4018,"plasmid","pass",3,"small",98.3839373163565,"present","none"
"2021QW-00056","unicycler","2021QW-00056_2",95985,"3","95985","95961",95961,"plasmid","pass",3,"medium",99.9749960931396,"present","none"
"2021QW-00056","unicycler","2021QW-00056_3",12268,"4","12268","12203",12203,"plasmid","pass",3,"medium",99.4701662862732,"present","none"
"2022NG-0076","unicycler","2022NG-0076_1",4207,"2","4207","4157",4157,"plasmid","pass",3,"small",98.8115046351319,"present","none"
"2022QW-00133","unicycler","2022QW-00133_2",43879,"2","43879","43850",43850,"plasmid","pass",3,"medium",99.9339091592789,"present","none"
"2022QW-00133","unicycler","2022QW-00133_3",27080,"4","27080","27045",27045,"plasmid","pass",3,"medium",99.870753323486,"present","none"
